concept,doculect,counterpart,cc,inferredCC,db
new,Ki-Akmuz 3,ʤaŋɐ,A,central_asian:new:1,central_asian
new,Ki-Barskoon,ʤaŋə,A,central_asian:new:1,central_asian
new,Ki-Kulanak 1,ʤaŋə,A,central_asian:new:1,central_asian
new,Ki-Kulanak 2,ʤaŋɨ,A,central_asian:new:1,central_asian
new,Ki-Kulanak 3,ʤaŋə,A,central_asian:new:1,central_asian
new,Ki-Kulanak 4,ʤaŋɐ,A,central_asian:new:1,central_asian
new,Ki-Kulanak 5,ʤaŋɨ,A,central_asian:new:1,central_asian
new,Ki-Orday 1,ʤaŋa,A,central_asian:new:1,central_asian
new,Ki-Orday 2,ʤaŋa,A,central_asian:new:1,central_asian
new,Ki-Orday 3,ʤaŋa,A,central_asian:new:1,central_asian
new,Ki-Orday 4,ʤaŋa,A,central_asian:new:1,central_asian
new,Ki-Tamga,ʤaŋɐ,A,central_asian:new:1,central_asian
new,T-Agalyk,naw,C,central_asian:new:2,central_asian
new,T-Kamangaron 1,naw,C,central_asian:new:2,central_asian
new,T-Kamangaron 2,naɔ,C,central_asian:new:2,central_asian
new,T-Kamangaron 3,naɔ,C,central_asian:new:2,central_asian
new,T-Kamangaron 4,naɔ,C,central_asian:new:2,central_asian
new,T-Kaptarhona 1,nau,C,central_asian:new:2,central_asian
new,T-Kaptarhona 2,nɔv,C,central_asian:new:2,central_asian
new,T-Kaptarhona 3,naw,C,central_asian:new:2,central_asian
new,T-Kaptarhona 4,naw,C,central_asian:new:2,central_asian
new,T-Kaptarhona 5,naw,C,central_asian:new:2,central_asian
new,T-Navdî 1,nav,C,central_asian:new:2,central_asian
new,T-Navdî 2,nav,C,central_asian:new:2,central_asian
new,T-Navdî 3,nav,C,central_asian:new:2,central_asian
new,T-Nimich 1,naw,C,central_asian:new:2,central_asian
new,T-Nimich 2,naw,C,central_asian:new:2,central_asian
new,T-Nimich 3,naw,C,central_asian:new:2,central_asian
new,T-Nimich 4,naw,C,central_asian:new:2,central_asian
new,T-Novmetan 1,naw,C,central_asian:new:2,central_asian
new,T-Novmetan 2,naw,C,central_asian:new:2,central_asian
new,T-Nûshor 1,naw,C,central_asian:new:2,central_asian
new,T-Nûshor 2,naw,C,central_asian:new:2,central_asian
new,T-Nûshor 3,naw,C,central_asian:new:2,central_asian
new,T-Rishtan 1,naw,C,central_asian:new:2,central_asian
new,T-Rishtan 2,naw,C,central_asian:new:2,central_asian
new,T-Rishtan 3,naw,C,central_asian:new:2,central_asian
new,T-Shink 1,naw,C,central_asian:new:2,central_asian
new,T-Shink 2,nav,C,central_asian:new:2,central_asian
new,T-Shink 3,nav,C,central_asian:new:2,central_asian
new,T-Urmetan 1,naw,C,central_asian:new:2,central_asian
new,T-Urmetan 2,nav,C,central_asian:new:2,central_asian
new,T-Urmetan 3,naw,C,central_asian:new:2,central_asian
new,T-Urmetan 4,naw,C,central_asian:new:2,central_asian
new,T-Zarmanak 1,naw,C,central_asian:new:2,central_asian
new,T-Zarmanak 2,naw,C,central_asian:new:2,central_asian
new,U-Hitoy 1,taza,B,central_asian:new:1,central_asian
new,U-Hitoy 2,taza,B,central_asian:new:1,central_asian
new,U-Hitoy 3,taza,B,central_asian:new:1,central_asian
new,U-Novmetan 3,jaŋi,A,central_asian:new:1,central_asian
new,U-Soy Mahalla 1,jaŋi,A,central_asian:new:1,central_asian
new,U-Soy Mahalla 2,jaŋʲɪ,A,central_asian:new:1,central_asian
new,U-Soy Mahalla 3,jaŋɪ,A,central_asian:new:1,central_asian
new,U-Urtoqqishloq 1,jaŋɪ,A,central_asian:new:1,central_asian
new,U-Urtoqqishloq 2,jaŋɪ,A,central_asian:new:1,central_asian
new,U-Urtoqqishloq 3,jaŋe,A,central_asian:new:1,central_asian
new,U-Urtoqqishloq 4,jaŋe,A,central_asian:new:1,central_asian
new,U-Zarmanak 3,jaŋi,A,central_asian:new:1,central_asian
new,U-Zarmanak 4,jaŋi,A,central_asian:new:1,central_asian
new,Y-Dugova 1,naw,C,central_asian:new:2,central_asian
new,Y-Dugova 2,nava,C,central_asian:new:2,central_asian
new,Y-Safedorak 1,nava,C,central_asian:new:2,central_asian
new,Y-Safedorak 2,nava,C,central_asian:new:2,central_asian
warm,KK-Halqabad 1,issə,B,central_asian:warm:1,central_asian
warm,KK-Halqabad 2,ʒɪllɜ,A,central_asian:warm:1,central_asian
warm,KK-Halqabad 3,ʒɪllɜ,A,central_asian:warm:1,central_asian
warm,KK-Kokdarya 1,issə,B,central_asian:warm:1,central_asian
warm,KK-Kokdarya 2,ʒɨllɨ,A,central_asian:warm:1,central_asian
warm,KK-Kokdarya 3,ʒɨllɨ,A,central_asian:warm:1,central_asian
warm,KK-Kokdarya 4,ʒɨllɨ,A,central_asian:warm:1,central_asian
warm,KK-Shege 1,ʒɪllɨ,A,central_asian:warm:1,central_asian
warm,KK-Shege 2,ʒɪllɨ,A,central_asian:warm:1,central_asian
warm,KK-Shege 3,ʒɪllɨ,A,central_asian:warm:1,central_asian
warm,KK-Shege 4,ʒɪllɨ,A,central_asian:warm:1,central_asian
warm,Ka-Gazli 1,ʒɨlɜ,A,central_asian:warm:1,central_asian
warm,Ka-Gazli 2,ʒɪłłɜ,A,central_asian:warm:1,central_asian
warm,Ka-Gazli 3,ʒɪlɜ,A,central_asian:warm:1,central_asian
warm,Ka-Gazli 4,ʒɪlɜ,A,central_asian:warm:1,central_asian
warm,Ka-Gazli 5,ʒɪllɜ,A,central_asian:warm:1,central_asian
warm,Ka-Gazli 6,ʒɨłɜ,A,central_asian:warm:1,central_asian
warm,Ka-Gazli 7,ʃɨłɜ,A,central_asian:warm:1,central_asian
warm,Ka-Raushan 1,ʒɨllɨ,A,central_asian:warm:1,central_asian
warm,Ka-Raushan 2,ʒɨllɨ,A,central_asian:warm:1,central_asian
warm,Ka-Raushan 3,ʒɨllɨ,A,central_asian:warm:1,central_asian
warm,Ka-Raushan 4,ʒɨllɨ,A,central_asian:warm:1,central_asian
warm,Ki-Akmuz 1,ʤɨlʊː,A,central_asian:warm:1,central_asian
warm,Ki-Akmuz 2,ʤɨlʊː,A,central_asian:warm:1,central_asian
warm,Ki-Akmuz 3,ʤɨlʊː,A,central_asian:warm:1,central_asian
warm,Ki-Barskoon,ʤɪlʊː,A,central_asian:warm:1,central_asian
warm,Ki-Kulanak 1,ʤɨlʊː,A,central_asian:warm:1,central_asian
warm,Ki-Kulanak 2,ʤɨlʊː,A,central_asian:warm:1,central_asian
warm,Ki-Kulanak 3,ʤɨlʊː,A,central_asian:warm:1,central_asian
warm,Ki-Kulanak 4,ʤɨlʊː,A,central_asian:warm:1,central_asian
warm,Ki-Kulanak 5,ʤɨlʊː,A,central_asian:warm:1,central_asian
warm,Ki-Orday 1,ʤɪlʊː,A,central_asian:warm:1,central_asian
warm,Ki-Orday 2,ʤɪlʊː,A,central_asian:warm:1,central_asian
warm,Ki-Orday 3,ʤɪlʊː,A,central_asian:warm:1,central_asian
warm,Ki-Orday 4,ʤɨlʊː,A,central_asian:warm:1,central_asian
warm,Ki-Tamga,ʤɨlʊː,A,central_asian:warm:1,central_asian
warm,T-Agalyk,garm,D,central_asian:warm:2,central_asian
warm,T-Kamangaron 1,garm,D,central_asian:warm:2,central_asian
warm,T-Kamangaron 2,garm,D,central_asian:warm:2,central_asian
warm,T-Kamangaron 3,garm,D,central_asian:warm:2,central_asian
warm,T-Kamangaron 4,garm,D,central_asian:warm:2,central_asian
warm,T-Kaptarhona 1,garəm,D,central_asian:warm:2,central_asian
warm,T-Kaptarhona 2,garm̩,D,central_asian:warm:2,central_asian
warm,T-Kaptarhona 3,garm,D,central_asian:warm:2,central_asian
warm,T-Kaptarhona 4,garəm,D,central_asian:warm:2,central_asian
warm,T-Kaptarhona 5,garəm,D,central_asian:warm:2,central_asian
warm,T-Navdî 1,garm,D,central_asian:warm:2,central_asian
warm,T-Navdî 2,garm,D,central_asian:warm:2,central_asian
warm,T-Navdî 3,garm,D,central_asian:warm:2,central_asian
warm,T-Nimich 1,garm,D,central_asian:warm:2,central_asian
warm,T-Nimich 2,garm̩,D,central_asian:warm:2,central_asian
warm,T-Nimich 3,garm,D,central_asian:warm:2,central_asian
warm,T-Nimich 4,garm,D,central_asian:warm:2,central_asian
warm,T-Novmetan 1,garm,D,central_asian:warm:2,central_asian
warm,T-Novmetan 2,garm,D,central_asian:warm:2,central_asian
warm,T-Nûshor 1,garm̩,D,central_asian:warm:2,central_asian
warm,T-Nûshor 2,garm,D,central_asian:warm:2,central_asian
warm,T-Nûshor 3,garm,D,central_asian:warm:2,central_asian
warm,T-Rishtan 1,garm,D,central_asian:warm:2,central_asian
warm,T-Rishtan 2,garmo,D,central_asian:warm:2,central_asian
warm,T-Rishtan 3,garəm,D,central_asian:warm:2,central_asian
warm,T-Shink 1,garm,D,central_asian:warm:2,central_asian
warm,T-Shink 2,garm,D,central_asian:warm:2,central_asian
warm,T-Shink 3,garm,D,central_asian:warm:2,central_asian
warm,T-Urmetan 1,garm,D,central_asian:warm:2,central_asian
warm,T-Urmetan 2,garm,D,central_asian:warm:2,central_asian
warm,T-Urmetan 3,garm,D,central_asian:warm:2,central_asian
warm,T-Urmetan 4,garm,D,central_asian:warm:2,central_asian
warm,T-Zarmanak 1,garm,D,central_asian:warm:2,central_asian
warm,T-Zarmanak 2,garm,D,central_asian:warm:2,central_asian
warm,U-Hitoy 1,issə,B,central_asian:warm:1,central_asian
warm,U-Hitoy 2,issə,B,central_asian:warm:1,central_asian
warm,U-Hitoy 3,ʤɨllɨ,A,central_asian:warm:1,central_asian
warm,U-Novmetan 3,issəq,B,central_asian:warm:1,central_asian
warm,U-Soy Mahalla 1,issiq,B,central_asian:warm:1,central_asian
warm,U-Soy Mahalla 2,illɜq,C,central_asian:warm:1,central_asian
warm,U-Soy Mahalla 3,illɜq,C,central_asian:warm:1,central_asian
warm,U-Urtoqqishloq 1,issɪq,B,central_asian:warm:1,central_asian
warm,U-Urtoqqishloq 2,illəq,C,central_asian:warm:1,central_asian
warm,U-Urtoqqishloq 3,issəq,B,central_asian:warm:1,central_asian
warm,U-Urtoqqishloq 4,issəq,B,central_asian:warm:1,central_asian
warm,U-Zarmanak 3,issiq,B,central_asian:warm:1,central_asian
warm,U-Zarmanak 4,iləq,C,central_asian:warm:1,central_asian
warm,Y-Dugova 1,ɣarm,D,central_asian:warm:2,central_asian
warm,Y-Dugova 2,ɣarm,D,central_asian:warm:2,central_asian
warm,Y-Safedorak 1,ɣarm,D,central_asian:warm:2,central_asian
warm,Y-Safedorak 2,ɣarm,D,central_asian:warm:2,central_asian
night,KK-Halqabad 1,tʉn,A,central_asian:night:1,central_asian
night,KK-Halqabad 2,tʉn,A,central_asian:night:1,central_asian
night,KK-Halqabad 3,tʉn,A,central_asian:night:1,central_asian
night,KK-Kokdarya 1,tʉn,A,central_asian:night:1,central_asian
night,KK-Kokdarya 2,tʉn,A,central_asian:night:1,central_asian
night,KK-Kokdarya 3,tʉn,A,central_asian:night:1,central_asian
night,KK-Kokdarya 4,tʉn,A,central_asian:night:1,central_asian
night,KK-Shege 1,tʉn,A,central_asian:night:1,central_asian
night,KK-Shege 2,tʉn,A,central_asian:night:1,central_asian
night,KK-Shege 3,tʉn,A,central_asian:night:1,central_asian
night,KK-Shege 4,tʉn,A,central_asian:night:1,central_asian
night,Ka-Gazli 1,tʉn,A,central_asian:night:1,central_asian
night,Ka-Gazli 2,tʉn,A,central_asian:night:1,central_asian
night,Ka-Gazli 3,tʉn,A,central_asian:night:1,central_asian
night,Ka-Gazli 4,tʉn,A,central_asian:night:1,central_asian
night,Ka-Gazli 5,tʉn,A,central_asian:night:1,central_asian
night,Ka-Gazli 6,tʉn,A,central_asian:night:1,central_asian
night,Ka-Gazli 7,tʉn,A,central_asian:night:1,central_asian
night,Ka-Raushan 1,tʉn,A,central_asian:night:1,central_asian
night,Ka-Raushan 2,tʉn,A,central_asian:night:1,central_asian
night,Ka-Raushan 3,tʉn,A,central_asian:night:1,central_asian
night,Ka-Raushan 4,tʉn,A,central_asian:night:1,central_asian
night,Ki-Akmuz 1,tyn,A,central_asian:night:1,central_asian
night,Ki-Akmuz 2,tyn,A,central_asian:night:1,central_asian
night,Ki-Akmuz 3,tyn,A,central_asian:night:1,central_asian
night,Ki-Barskoon,tyn,A,central_asian:night:1,central_asian
night,Ki-Kulanak 1,tyn,A,central_asian:night:1,central_asian
night,Ki-Kulanak 2,tyn,A,central_asian:night:1,central_asian
night,Ki-Kulanak 3,tyn,A,central_asian:night:1,central_asian
night,Ki-Kulanak 4,tyn,A,central_asian:night:1,central_asian
night,Ki-Kulanak 5,tyn,A,central_asian:night:1,central_asian
night,Ki-Orday 1,tʉn,A,central_asian:night:1,central_asian
night,Ki-Orday 2,tyn,A,central_asian:night:1,central_asian
night,Ki-Orday 3,tyn,A,central_asian:night:1,central_asian
night,Ki-Orday 4,tyn,A,central_asian:night:1,central_asian
night,Ki-Tamga,tyn,A,central_asian:night:1,central_asian
night,T-Agalyk,ʃab,E,central_asian:night:2,central_asian
night,T-Kamangaron 1,ʃab̥,E,central_asian:night:2,central_asian
night,T-Kamangaron 2,ʃab̥,E,central_asian:night:2,central_asian
night,T-Kamangaron 3,ʃap,E,central_asian:night:2,central_asian
night,T-Kamangaron 4,ʃab̥,E,central_asian:night:2,central_asian
night,T-Kaptarhona 1,ʃau,E,central_asian:night:2,central_asian
night,T-Kaptarhona 2,ʃab,E,central_asian:night:2,central_asian
night,T-Kaptarhona 3,ʃaw,E,central_asian:night:2,central_asian
night,T-Kaptarhona 4,ʃaw,E,central_asian:night:2,central_asian
night,T-Kaptarhona 5,ʃaɔ,E,central_asian:night:2,central_asian
night,T-Navdî 1,ʃav,E,central_asian:night:2,central_asian
night,T-Navdî 2,ʃav,E,central_asian:night:2,central_asian
night,T-Navdî 3,ʃav,E,central_asian:night:2,central_asian
night,T-Nimich 1,ʃap,E,central_asian:night:2,central_asian
night,T-Nimich 2,ʃab,E,central_asian:night:2,central_asian
night,T-Nimich 3,ʃaβ,E,central_asian:night:2,central_asian
night,T-Nimich 4,ʃav,E,central_asian:night:2,central_asian
night,T-Novmetan 1,ʃap,E,central_asian:night:2,central_asian
night,T-Novmetan 2,ʃab̥,E,central_asian:night:2,central_asian
night,T-Nûshor 1,ʃab,E,central_asian:night:2,central_asian
night,T-Nûshor 2,ʃab,E,central_asian:night:2,central_asian
night,T-Nûshor 3,ʃaw,E,central_asian:night:2,central_asian
night,T-Rishtan 1,ʧhab̥,E,central_asian:night:2,central_asian
night,T-Rishtan 2,ʃab̥,E,central_asian:night:2,central_asian
night,T-Rishtan 3,tɔrikɪ,F,central_asian:night:5,central_asian
night,T-Shink 1,ʃap,E,central_asian:night:2,central_asian
night,T-Shink 2,ʃab,E,central_asian:night:2,central_asian
night,T-Shink 3,ʃap,E,central_asian:night:2,central_asian
night,T-Urmetan 1,ʃab,E,central_asian:night:2,central_asian
night,T-Urmetan 2,ʃab,E,central_asian:night:2,central_asian
night,T-Urmetan 3,ʃab̥,E,central_asian:night:2,central_asian
night,T-Urmetan 4,ʃab̥,E,central_asian:night:2,central_asian
night,T-Zarmanak 1,ʃab̥,E,central_asian:night:2,central_asian
night,T-Zarmanak 2,ʃab̥,E,central_asian:night:2,central_asian
night,U-Hitoy 1,tʉn,A,central_asian:night:1,central_asian
night,U-Hitoy 2,tʉn,A,central_asian:night:1,central_asian
night,U-Hitoy 3,tʉn,A,central_asian:night:1,central_asian
night,U-Novmetan 3,keʧqʊrʊn,B,central_asian:night:1,central_asian
night,U-Soy Mahalla 1,tun,A,central_asian:night:1,central_asian
night,U-Soy Mahalla 2,tʉn,A,central_asian:night:1,central_asian
night,U-Soy Mahalla 3,tʉn,A,central_asian:night:1,central_asian
night,U-Urtoqqishloq 1,ɔqʃɔn,C,central_asian:night:3,central_asian
night,U-Urtoqqishloq 2,ɔqʃɔn,C,central_asian:night:3,central_asian
night,U-Urtoqqishloq 3,ɔqʃɔn,C,central_asian:night:3,central_asian
night,U-Urtoqqishloq 4,ɔqʃɔn,C,central_asian:night:3,central_asian
night,U-Zarmanak 3,tun,A,central_asian:night:1,central_asian
night,U-Zarmanak 4,tun,A,central_asian:night:1,central_asian
night,Y-Dugova 1,xiʃap,G,central_asian:night:2,central_asian
night,Y-Dugova 2,vjɔra,H,central_asian:night:4,central_asian
night,Y-Safedorak 1,xɪʃap,G,central_asian:night:2,central_asian
night,Y-Safedorak 2,xʃap,G,central_asian:night:2,central_asian
smooth,KK-Halqabad 1,tʲegiz̥,A,central_asian:smooth:1,central_asian
smooth,KK-Halqabad 2,tʲegiz̥,A,central_asian:smooth:1,central_asian
smooth,KK-Halqabad 3,tʲegiz̥,A,central_asian:smooth:1,central_asian
smooth,KK-Kokdarya 1,tʲeks,A,central_asian:smooth:1,central_asian
smooth,KK-Kokdarya 2,tʲegɪz̥,A,central_asian:smooth:1,central_asian
smooth,KK-Kokdarya 3,tʲegiz̥,A,central_asian:smooth:1,central_asian
smooth,KK-Kokdarya 4,tʲegiz̥,A,central_asian:smooth:1,central_asian
smooth,KK-Shege 1,ʒʊmsaq,B,central_asian:smooth:6,central_asian
smooth,KK-Shege 2,ʒʊmsaq,B,central_asian:smooth:6,central_asian
smooth,KK-Shege 3,tʲegiz̥,A,central_asian:smooth:1,central_asian
smooth,KK-Shege 4,tʲegɪz̥,A,central_asian:smooth:1,central_asian
smooth,Ka-Gazli 1,tʲegɪs,A,central_asian:smooth:1,central_asian
smooth,Ka-Gazli 2,tʲegis,A,central_asian:smooth:1,central_asian
smooth,Ka-Gazli 3,tʲɪgɪs,A,central_asian:smooth:1,central_asian
smooth,Ka-Gazli 4,tʲegɪs,A,central_asian:smooth:1,central_asian
smooth,Ka-Gazli 5,ʒʉmsaq,B,central_asian:smooth:6,central_asian
smooth,Ka-Gazli 6,tʲegɪs,A,central_asian:smooth:1,central_asian
smooth,Ka-Gazli 7,tajraq,C,central_asian:smooth:5,central_asian
smooth,Ka-Raushan 1,tʲegiz̥,A,central_asian:smooth:1,central_asian
smooth,Ka-Raushan 2,tʲegiz̥,A,central_asian:smooth:1,central_asian
smooth,Ka-Raushan 3,tʲegiz̥,A,central_asian:smooth:1,central_asian
smooth,Ka-Raushan 4,tʲegiz̥,A,central_asian:smooth:1,central_asian
smooth,Ki-Akmuz 1,tegiz̥,A,central_asian:smooth:1,central_asian
smooth,Ki-Akmuz 2,tegiz̥,A,central_asian:smooth:1,central_asian
smooth,Ki-Akmuz 3,tegiz̥,A,central_asian:smooth:1,central_asian
smooth,Ki-Barskoon,ʤilma,D,central_asian:smooth:5,central_asian
smooth,Ki-Kulanak 1,ʤalpaq,E,central_asian:smooth:5,central_asian
smooth,Ki-Kulanak 2,ʤilma,D,central_asian:smooth:5,central_asian
smooth,Ki-Kulanak 3,tegiz̥,A,central_asian:smooth:1,central_asian
smooth,Ki-Kulanak 4,tegiz̥,A,central_asian:smooth:1,central_asian
smooth,Ki-Kulanak 5,ʤilma,D,central_asian:smooth:5,central_asian
smooth,Ki-Orday 1,tegɪs,A,central_asian:smooth:1,central_asian
smooth,Ki-Orday 2,ʒumʃak,B,central_asian:smooth:6,central_asian
smooth,Ki-Orday 3,tʲekɪs,A,central_asian:smooth:1,central_asian
smooth,Ki-Tamga,ʤilma,D,central_asian:smooth:5,central_asian
smooth,T-Agalyk,sʉfta,R,central_asian:smooth:7,central_asian
smooth,T-Kamangaron 1,siłłɪq,F,central_asian:smooth:2,central_asian
smooth,T-Kamangaron 2,silliq,F,central_asian:smooth:2,central_asian
smooth,T-Kaptarhona 1,tɛkkəz,A,central_asian:smooth:1,central_asian
smooth,T-Kaptarhona 2,silləq,F,central_asian:smooth:2,central_asian
smooth,T-Kaptarhona 3,tikkəz̥,A,central_asian:smooth:1,central_asian
smooth,T-Kaptarhona 4,tɛks,A,central_asian:smooth:1,central_asian
smooth,T-Kaptarhona 5,tɛkkəz̥,A,central_asian:smooth:1,central_asian
smooth,T-Navdî 1,rʒ ̩d,S,central_asian:smooth:4,central_asian
smooth,T-Navdî 2,rʒ ̩d,S,central_asian:smooth:4,central_asian
smooth,T-Navdî 3,rʒ ̩d,S,central_asian:smooth:4,central_asian
smooth,T-Nimich 1,rʒ ̩d,S,central_asian:smooth:4,central_asian
smooth,T-Nimich 2,rʊʒd,S,central_asian:smooth:4,central_asian
smooth,T-Nimich 3,rʒ ̩d,S,central_asian:smooth:4,central_asian
smooth,T-Nimich 4,rʒ ̩d,S,central_asian:smooth:4,central_asian
smooth,T-Novmetan 2,tiks,A,central_asian:smooth:1,central_asian
smooth,T-Nûshor 2,rɪʒd,S,central_asian:smooth:4,central_asian
smooth,T-Nûshor 3,rʒ ̩d,S,central_asian:smooth:4,central_asian
smooth,T-Rishtan 1,tikkiz̥,A,central_asian:smooth:1,central_asian
smooth,T-Rishtan 2,tekkiz̥,A,central_asian:smooth:1,central_asian
smooth,T-Rishtan 3,sɪłłəq,F,central_asian:smooth:2,central_asian
smooth,T-Shink 1,hamvɔr,T,central_asian:smooth:3,central_asian
smooth,T-Shink 2,hamvɔr,T,central_asian:smooth:3,central_asian
smooth,T-Shink 3,hamvɔr,T,central_asian:smooth:3,central_asian
smooth,T-Urmetan 1,sillɛq,F,central_asian:smooth:2,central_asian
smooth,T-Urmetan 2,hamvɔr,T,central_asian:smooth:3,central_asian
smooth,T-Urmetan 3,hamvɔr,T,central_asian:smooth:3,central_asian
smooth,T-Urmetan 4,hamvɔr,T,central_asian:smooth:3,central_asian
smooth,T-Zarmanak 2,silləq,F,central_asian:smooth:2,central_asian
smooth,U-Hitoy 1,tʲeks,A,central_asian:smooth:1,central_asian
smooth,U-Hitoy 2,tʲeks,A,central_asian:smooth:1,central_asian
smooth,U-Hitoy 3,tʲegiz̥,A,central_asian:smooth:1,central_asian
smooth,U-Soy Mahalla 1,silləq,F,central_asian:smooth:2,central_asian
smooth,U-Soy Mahalla 2,tiks,A,central_asian:smooth:1,central_asian
smooth,U-Urtoqqishloq 1,tekɪs,A,central_asian:smooth:1,central_asian
smooth,U-Urtoqqishloq 2,sillɜq,F,central_asian:smooth:2,central_asian
smooth,U-Urtoqqishloq 3,sillɜq,F,central_asian:smooth:2,central_asian
smooth,U-Urtoqqishloq 4,sillɜq,F,central_asian:smooth:2,central_asian
smooth,U-Zarmanak 3,silləq,F,central_asian:smooth:2,central_asian
smooth,U-Zarmanak 4,silləq,F,central_asian:smooth:2,central_asian
smooth,Y-Dugova 1,hamvɔr,T,central_asian:smooth:3,central_asian
smooth,Y-Dugova 2,havɔrak,T,central_asian:smooth:3,central_asian
smooth,Y-Safedorak 1,hamvɔr,T,central_asian:smooth:3,central_asian
smooth,Y-Safedorak 2,hamvɔr,T,central_asian:smooth:3,central_asian
who?,KK-Halqabad 1,kʉmɔ,A,central_asian:who?:1,central_asian
who?,KK-Halqabad 2,kɨm,A,central_asian:who?:1,central_asian
who?,KK-Halqabad 3,kɨm,A,central_asian:who?:1,central_asian
who?,KK-Kokdarya 1,kɨm,A,central_asian:who?:1,central_asian
who?,KK-Kokdarya 2,kɨm,A,central_asian:who?:1,central_asian
who?,KK-Kokdarya 3,kɨm,A,central_asian:who?:1,central_asian
who?,KK-Kokdarya 4,kɨm,A,central_asian:who?:1,central_asian
who?,KK-Shege 1,kɨm,A,central_asian:who?:1,central_asian
who?,KK-Shege 2,kɨm,A,central_asian:who?:1,central_asian
who?,KK-Shege 3,kɨm,A,central_asian:who?:1,central_asian
who?,KK-Shege 4,kɨm,A,central_asian:who?:1,central_asian
who?,Ka-Gazli 1,kɪm,A,central_asian:who?:1,central_asian
who?,Ka-Gazli 2,kəm,A,central_asian:who?:1,central_asian
who?,Ka-Gazli 3,kəm,A,central_asian:who?:1,central_asian
who?,Ka-Gazli 4,kəm,A,central_asian:who?:1,central_asian
who?,Ka-Gazli 5,kɨm,A,central_asian:who?:1,central_asian
who?,Ka-Gazli 6,kəm,A,central_asian:who?:1,central_asian
who?,Ka-Gazli 7,kəm,A,central_asian:who?:1,central_asian
who?,Ka-Raushan 1,kɨm,A,central_asian:who?:1,central_asian
who?,Ka-Raushan 2,kɨm,A,central_asian:who?:1,central_asian
who?,Ka-Raushan 3,kɨm,A,central_asian:who?:1,central_asian
who?,Ka-Raushan 4,kɨm,A,central_asian:who?:1,central_asian
who?,Ki-Akmuz 1,kʲɪm,A,central_asian:who?:1,central_asian
who?,Ki-Akmuz 2,kʲɪm,A,central_asian:who?:1,central_asian
who?,Ki-Akmuz 3,gʲɪm,A,central_asian:who?:1,central_asian
who?,Ki-Barskoon,kʲɪm,A,central_asian:who?:1,central_asian
who?,Ki-Kulanak 1,kʲɪm,A,central_asian:who?:1,central_asian
who?,Ki-Kulanak 2,gʲɪm,A,central_asian:who?:1,central_asian
who?,Ki-Kulanak 3,gʲɪm,A,central_asian:who?:1,central_asian
who?,Ki-Kulanak 4,gʲɪm,A,central_asian:who?:1,central_asian
who?,Ki-Kulanak 5,kʲɪm,A,central_asian:who?:1,central_asian
who?,Ki-Orday 1,gʲɪm,A,central_asian:who?:1,central_asian
who?,Ki-Orday 2,gʲim,A,central_asian:who?:1,central_asian
who?,Ki-Orday 3,kim,A,central_asian:who?:1,central_asian
who?,Ki-Orday 4,kʲɪm,A,central_asian:who?:1,central_asian
who?,Ki-Tamga,kʲɪm,A,central_asian:who?:1,central_asian
who?,T-Agalyk,ki,B,central_asian:who?:1,central_asian
who?,T-Kamangaron 1,ki,B,central_asian:who?:1,central_asian
who?,T-Kamangaron 2,ki,B,central_asian:who?:1,central_asian
who?,T-Kamangaron 4,ki,B,central_asian:who?:1,central_asian
who?,T-Kaptarhona 1,kiaj,C,central_asian:who?:1,central_asian
who?,T-Kaptarhona 2,ki,B,central_asian:who?:1,central_asian
who?,T-Kaptarhona 3,kiaj,C,central_asian:who?:1,central_asian
who?,T-Kaptarhona 4,ki,B,central_asian:who?:1,central_asian
who?,T-Kaptarhona 5,ki,B,central_asian:who?:1,central_asian
who?,T-Navdî 1,kiː,B,central_asian:who?:1,central_asian
who?,T-Navdî 2,kiː,B,central_asian:who?:1,central_asian
who?,T-Navdî 3,kiː,B,central_asian:who?:1,central_asian
who?,T-Nimich 1,kiː,B,central_asian:who?:1,central_asian
who?,T-Nimich 2,kiˑ,B,central_asian:who?:1,central_asian
who?,T-Nimich 3,kiː,B,central_asian:who?:1,central_asian
who?,T-Nimich 4,kiː,B,central_asian:who?:1,central_asian
who?,T-Novmetan 1,ki,B,central_asian:who?:1,central_asian
who?,T-Nûshor 1,kiː,B,central_asian:who?:1,central_asian
who?,T-Nûshor 2,kiː,B,central_asian:who?:1,central_asian
who?,T-Nûshor 3,kiː,B,central_asian:who?:1,central_asian
who?,T-Rishtan 1,ki,B,central_asian:who?:1,central_asian
who?,T-Rishtan 2,ki,B,central_asian:who?:1,central_asian
who?,T-Rishtan 3,ki,B,central_asian:who?:1,central_asian
who?,T-Shink 1,kɪst,B,central_asian:who?:1,central_asian
who?,T-Shink 2,kiː,B,central_asian:who?:1,central_asian
who?,T-Shink 3,kiː,B,central_asian:who?:1,central_asian
who?,T-Urmetan 1,kiː,B,central_asian:who?:1,central_asian
who?,T-Urmetan 2,kʲiː,B,central_asian:who?:1,central_asian
who?,T-Urmetan 3,kiː,B,central_asian:who?:1,central_asian
who?,T-Urmetan 4,kiː,B,central_asian:who?:1,central_asian
who?,T-Zarmanak 1,kiː,B,central_asian:who?:1,central_asian
who?,T-Zarmanak 2,ki,B,central_asian:who?:1,central_asian
who?,U-Hitoy 1,kɨm,A,central_asian:who?:1,central_asian
who?,U-Hitoy 2,kɨm,A,central_asian:who?:1,central_asian
who?,U-Hitoy 3,kɨm,A,central_asian:who?:1,central_asian
